year,sale_date,postal_code,price,description_of_property,property_size_description,formatted_address,latitude,longitude,geo_county
2017,31/03/2017,,225000,Second-Hand Dwelling house /Apartment,,"17 Alderwood Lawn, Springfield, Dublin 24, D24 Y2W1, Ireland",53.2886463,-6.3819723,South Dublin
2017,23/01/2017,Dublin 8,224757,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Whitefriar St, Dublin, Ireland",53.3405688,-6.2666686,Dublin City
2017,03/04/2017,Dublin 7,266000,Second-Hand Dwelling house /Apartment,,"17 Avondale Rd, Phibsborough, Dublin 7, D07 PC82, Ireland",53.3593036,-6.2758609,Dublin City
2017,22/02/2017,Dublin 16,332160.01,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"24 Abbots grove, Ballycullen, Knocklyon, Co. Dublin, Ireland",53.2710579,-6.3252412,South Dublin
2017,22/06/2017,,264317.18,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Adamstown Ave, Finnstown, Lucan, Co. Dublin, Ireland",53.3371547,-6.4584406,South Dublin
2017,07/02/2017,,150000,Second-Hand Dwelling house /Apartment,,"17 Balruddery Grove, Rosepark, Balrothery, Co. Dublin, K32 DD80, Ireland",53.5841582,-6.186232,Fingal
2017,12/05/2017,Dublin 24,360000,Second-Hand Dwelling house /Apartment,,"17 Bancroft Ave, Tallaght, Dublin 24, D24 Y75D, Ireland",53.2903195,-6.3523577,South Dublin
2017,27/06/2017,Dublin 18,349000,Second-Hand Dwelling house /Apartment,,"17 Belarmine Pl, Belarmine, Dublin 18, D18 VW73, Ireland",53.2575631,-6.2183039,Dn Laoghaire-Rathdown
2017,24/02/2017,Dublin 13,220000,Second-Hand Dwelling house /Apartment,,"17 Belmayne Ave, Belmayne, Dublin 13, D13 FX05, Ireland",53.4051743,-6.1706285,Dublin City
2017,23/06/2017,Dublin 15,540000,Second-Hand Dwelling house /Apartment,,"17 Blackwood Cres, Ongar Chase, Dublin 15, D15 A6N6, Ireland",53.3984233,-6.4426705,Fingal
2017,02/06/2017,,172000,Second-Hand Dwelling house /Apartment,,"17 Boroimhe Beech, Fosterstown North, Swords, Co. Dublin, Ireland",53.4443949,-6.2343834,Fingal
2017,31/03/2017,Dublin 4,1300000,Second-Hand Dwelling house /Apartment,,"17 Brendan Rd, Dublin 4, D04 W2D0, Ireland",53.3243976,-6.237681,Dublin City
2017,10/01/2017,Dublin 14,680000,Second-Hand Dwelling house /Apartment,,"17 Brookvale Rd, Rathfarnham, Dublin 14, D14 VK16, Ireland",53.3007889,-6.2852815,South Dublin
2017,15/05/2017,Dublin 15,61500,Second-Hand Dwelling house /Apartment,,"17 Brookhaven Rise, Corduff, Dublin 15, D15 X4AC, Ireland",53.3984548,-6.38534,Fingal
2017,17/01/2017,Dublin 5,397500,Second-Hand Dwelling house /Apartment,,"5 Brookville Park, Malahide Rd, Beaumont, Dublin 5, D05 FH39, Ireland",53.3843013,-6.2037142,Dublin City
2017,09/01/2017,Dublin 17,230000,Second-Hand Dwelling house /Apartment,,"17 Bunratty Ave, Bonnybrook, Dublin 17, D17 NY65, Ireland",53.3938197,-6.2048968,Dublin City
2017,02/03/2017,,270000,Second-Hand Dwelling house /Apartment,,"Station Rd, Portmarnock, Dublin, Ireland",53.4181337,-6.1474497,Fingal
2017,01/02/2017,Dublin 4,4.00E+05,Second-Hand Dwelling house /Apartment,,"17 Carlisle Ave, Dublin 4, D04 X3W9, Ireland",53.3236323,-6.2455589,Dublin City
2017,30/03/2017,Dublin 15,361000,Second-Hand Dwelling house /Apartment,,"17A Castleknock Walk, Blanchardstown, Dublin 15, D15 E4P9, Ireland",53.3798731,-6.38075,Fingal
2017,17/01/2017,,220000,Second-Hand Dwelling house /Apartment,,"186 Clonliffe Rd, Drumcondra, Dublin, 3, Ireland",53.362876,-6.2532805,Dublin City
2017,22/02/2017,Dublin 15,562000,Second-Hand Dwelling house /Apartment,,"17 Collegewood, Castleknock, Dublin 15, D15 X2N5, Ireland",53.3719409,-6.3667804,Fingal
2017,14/03/2017,Dublin 16,675000,Second-Hand Dwelling house /Apartment,,"17 Cremorne, Ballyroan, Dublin 16, D16 N2V0, Ireland",53.2888161,-6.3143627,South Dublin
2017,14/03/2017,Dublin 7,281000,Second-Hand Dwelling house /Apartment,,"17 Cuala Rd, Cabra East, Dublin 7, D07 HD56, Ireland",53.3624369,-6.2842902,Dublin City
2017,15/02/2017,Dublin 15,210000,Second-Hand Dwelling house /Apartment,,"17 Curragh Hall Green, Tyrrelstown, Dublin 15, D15 K8FT, Ireland",53.4155457,-6.3871266,Fingal
2017,21/02/2017,Dublin 15,273128,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Castlegrange Dr, Castaheany, Clonee, Co. Dublin, D15 EC6A, Ireland",53.4001848,-6.4305446,Fingal
2017,22/03/2017,,303965,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Dalriada Ave, Ballycullen, Dublin 16, D16 P660, Ireland",53.2717302,-6.3259689,South Dublin
2017,20/01/2017,Dublin 24,347533.03,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Oldcourt Rd, Oldcourt, Dublin, Ireland",53.2700459,-6.3415907,South Dublin
2017,10/02/2017,,418501,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dooroge House, Woodpark, Ballyboughal, Co. Dublin, Ireland",53.5113795,-6.2672326,Fingal
2017,19/05/2017,,250000,Second-Hand Dwelling house /Apartment,,"17 Earlsfort Grove, Ronanstown, Lucan, Co. Dublin, K78 AX60, Ireland",53.343711,-6.4149896,South Dublin
2017,27/04/2017,,447076,Second-Hand Dwelling house /Apartment,,"Fortwilliam, Mount Merrion Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.2965155,-6.2032576,Dn Laoghaire-Rathdown
2017,03/05/2017,,250000,Second-Hand Dwelling house /Apartment,,"17 Foxborough Ct, Balgaddy, Lucan, Co. Dublin, K78 C8P2, Ireland",53.338457,-6.4245685,South Dublin
2017,24/01/2017,Dublin 13,130000,Second-Hand Dwelling house /Apartment,,"17 Foxhill Green, Ayrfield, Dublin 13, D13 V4K5, Ireland",53.3962436,-6.1755333,Dublin City
2017,26/01/2017,,326500,Second-Hand Dwelling house /Apartment,,"17 Glen Ellan Ct, Glebe, Swords, Co. Dublin, K67 TN59, Ireland",53.4664345,-6.2274733,Fingal
2017,15/02/2017,Dublin 15,250000,Second-Hand Dwelling house /Apartment,,"Grafton Hall, Aungier St, Dublin 2, Ireland",53.3388816,-6.2657926,Dublin City
2017,12/04/2017,,125000,Second-Hand Dwelling house /Apartment,,"Green Isle Court, Buckandhounds, Dublin 22, Ireland",53.3102698,-6.4041996,South Dublin
2017,25/04/2017,,250000,Second-Hand Dwelling house /Apartment,,"17 Greenmount Ln, Harold's Cross, Dublin 12, D12 C625, Ireland",53.3285258,-6.278435,Dublin City
2017,08/02/2017,,425000,Second-Hand Dwelling house /Apartment,,"22, Harbour Court, George's Pl, D̼n Laoghaire, Dublin, Ireland",53.2951756,-6.141188,Dn Laoghaire-Rathdown
2017,15/02/2017,,185000,Second-Hand Dwelling house /Apartment,,"17 Hastings Dr, Flemingtown, Balbriggan, Co. Dublin, K32 Y044, Ireland",53.6133281,-6.2119774,Fingal
2017,21/04/2017,,669603.52,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"17 Kinsealy Ln, Kinsealy, Malahide, Co. Dublin, K36 EK85, Ireland",53.4303611,-6.1684078,Fingal
2017,06/03/2017,,245000,Second-Hand Dwelling house /Apartment,,"Kelly's Bay Jetty, Ardla, Skerries, Co. Dublin, Ireland",53.5818943,-6.1326025,Fingal
2017,27/06/2017,Dublin 1,130000,Second-Hand Dwelling house /Apartment,,"Apartment 6, Kelly's Court, Kellys Row, Rotunda, Dublin 1, Ireland",53.3582062,-6.2617618,Dublin City
2017,22/06/2017,Dublin 5,562000,Second-Hand Dwelling house /Apartment,,"17 Kilbarrack Ave, Raheny - Greendale, Dublin 5, D05 CY88, Ireland",53.3854515,-6.1488706,Dublin City
2017,02/02/2017,Dublin 5,315000,Second-Hand Dwelling house /Apartment,,"17 McAuley Park, Harmonstown, Dublin 5, D05 AE40, Ireland",53.3822982,-6.193022,Dublin City
2017,09/02/2017,,525000,Second-Hand Dwelling house /Apartment,,"17 Mellifont Ave, D̼n Laoghaire, Dublin, A96 Y070, Ireland",53.2910362,-6.1301894,Dn Laoghaire-Rathdown
2017,08/05/2017,,430000,Second-Hand Dwelling house /Apartment,,"17 Mount Gandon, Lucan, Co. Dublin, K78 D251, Ireland",53.3553695,-6.4489986,South Dublin
2017,29/03/2017,Dublin 6,320000,Second-Hand Dwelling house /Apartment,,"17 Mountpleasant Pl, Dublin 6, D06 W520, Ireland",53.3263819,-6.2585657,Dublin City
2017,22/02/2017,,111319.07,Second-Hand Dwelling house /Apartment,,"17 Nash St, Inchicore, Dublin 8, D08 DV2P, Ireland",53.3362614,-6.3301476,Dublin City
2017,24/04/2017,Dublin 20,250000,Second-Hand Dwelling house /Apartment,,"17 Oakcourt Cl, Johnstown, Dublin 20, D20 R237, Ireland",53.349508,-6.3736051,South Dublin
2017,29/06/2017,Dublin 15,420000,Second-Hand Dwelling house /Apartment,,"Apartment 15, O'Casey Hall, Collegewood, Castleknock, Dublin 15, Ireland",53.3712655,-6.3677375,Fingal
2017,03/02/2017,Dublin 24,205000,Second-Hand Dwelling house /Apartment,,"17 P��irc Mhuire, Moneyatta Commons, Saggart, Co. Dublin, D24 XP70, Ireland",53.2789175,-6.4435617,South Dublin
2017,10/05/2017,Dublin 24,340000,Second-Hand Dwelling house /Apartment,,"17 Pinelawn, Oldbawn, Dublin 24, D24 Y1KV, Ireland",53.2804387,-6.3615798,South Dublin
2017,09/05/2017,,264318,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Longview Ave, Oldtown, Co. Dublin, Ireland",53.4739449,-6.2397822,Fingal
2017,17/05/2017,,336997.8,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"13 Malahide Rd, Balgriffin, Dublin, Ireland",53.4046281,-6.1665709,Dublin City
2017,15/02/2017,Dublin 13,345000,Second-Hand Dwelling house /Apartment,,"17 Railway Mews, Clongriffin, Dublin 13, D13 AH24, Ireland",53.3995661,-6.1513082,Dublin City
2017,20/04/2017,Dublin 15,203000,Second-Hand Dwelling house /Apartment,,"17 Ravenswood Lawn, Clonsilla, Dublin 15, D15 F3P4, Ireland",53.3944609,-6.4249078,Fingal
2017,04/05/2017,,264750,Second-Hand Dwelling house /Apartment,,"17 Ridgewood Cl, Ridgewood, Swords, Co. Dublin, K67 PK11, Ireland",53.4479724,-6.2472196,Fingal
2017,18/04/2017,Dublin 22,260000,Second-Hand Dwelling house /Apartment,,"17 Riversdale Dr, Yellowmeadows, Dublin 22, D22 DH77, Ireland",53.3264849,-6.3894975,South Dublin
2017,12/04/2017,,295000,Second-Hand Dwelling house /Apartment,,"17 River Valley Grove, Forestfields, Swords, Co. Dublin, K67 PX00, Ireland",53.44959,-6.2335397,Fingal
2017,06/02/2017,Dublin 14,5.00E+05,Second-Hand Dwelling house /Apartment,,"17 Roebuck Castle, Roebuck, Dublin 14, D14 HX77, Ireland",53.3021737,-6.2255703,Dn Laoghaire-Rathdown
2017,05/05/2017,,713998,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Glenageary Rd Upper, Monkstown, D̼n Laoghaire, Co. Dublin, Ireland",53.2867617,-6.1419167,Dn Laoghaire-Rathdown
2017,28/02/2017,,267500,Second-Hand Dwelling house /Apartment,,"17 Seafield Ct, Rush, Co. Dublin, K56 XA31, Ireland",53.5227113,-6.0848109,Fingal
2017,10/01/2017,Dublin 4,530000,Second-Hand Dwelling house /Apartment,,"17 Serpentine Ave, Dublin 4, D04 Y5X0, Ireland",53.3285778,-6.2256572,Dublin City
2017,10/01/2017,Dublin 4,530000,Second-Hand Dwelling house /Apartment,,"17 Serpentine Ave, Dublin 4, D04 Y5X0, Ireland",53.3285778,-6.2256572,Dublin City
2017,10/01/2017,Dublin 4,5.00E+05,Second-Hand Dwelling house /Apartment,,"17 Serpentine Ave, Dublin 4, D04 Y5X0, Ireland",53.3285778,-6.2256572,Dublin City
2017,10/01/2017,Dublin 4,5.00E+05,Second-Hand Dwelling house /Apartment,,"17 Serpentine Ave, Dublin 4, D04 Y5X0, Ireland",53.3285778,-6.2256572,Dublin City
2017,19/04/2017,,179000,Second-Hand Dwelling house /Apartment,,"17 Skelligs Ct, Deanestown, Dublin, Ireland",53.3957644,-6.373257,Fingal
2017,18/05/2017,Dublin 8,230000,Second-Hand Dwelling house /Apartment,,"South Gate Apartments, Cork St, Merchants Quay, Dublin 8, Ireland",53.3381023,-6.2798564,Dublin City
2017,08/05/2017,,275000,Second-Hand Dwelling house /Apartment,,"17 St Edmunds Park, Yellow Walls, Lucan, Co. Dublin, K78 WV10, Ireland",53.3550376,-6.4090401,South Dublin
2017,07/04/2017,Dublin 20,355000,Second-Hand Dwelling house /Apartment,,"17 St Laurence's Grove, Chapelizod, Dublin 20, D20 XW53, Ireland",53.3454998,-6.345129,Dublin City
2017,31/03/2017,Dublin 15,265000,Second-Hand Dwelling house /Apartment,,"17 St Mochta's Ave, Clonsilla, Dublin 15, D15 E2X3, Ireland",53.3811503,-6.398853,Fingal
2017,25/04/2017,Dublin 15,382000,Second-Hand Dwelling house /Apartment,,"17 Sycamore Park, Carpenterstown, Dublin 15, D15 AVY5, Ireland",53.3756152,-6.3834719,Fingal
2017,16/03/2017,Dublin 1,235000,Second-Hand Dwelling house /Apartment,,"Foley St, Mountjoy, Dublin, Ireland",53.3525851,-6.2508507,Dublin City
2017,13/01/2017,Dublin 5,210000,Second-Hand Dwelling house /Apartment,,"The Belfry, Kilbarrack Rd, Donaghmede, Dublin 5, Ireland",53.388161,-6.1528968,Dublin City
2017,17/02/2017,Dublin 5,416000,Second-Hand Dwelling house /Apartment,,"17 The Bramblings, Clontarf, Dublin 5, D05 NX32, Ireland",53.3740736,-6.2065232,Dublin City
2017,20/01/2017,Dublin 15,317180.62,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Clonsilla, Dublin, Ireland",53.3905516,-6.4322246,Fingal
2017,15/05/2017,Dublin 15,260000,Second-Hand Dwelling house /Apartment,,"The Mills, Old Navan Rd, Blanchardstown, Dublin 15, Ireland",53.3827565,-6.3668594,Fingal
2017,21/04/2017,,240000,Second-Hand Dwelling house /Apartment,,"17 The Way, Skerries Rock Estate, Skerries, Co. Dublin, K34 NV29, Ireland",53.5789753,-6.1210435,Fingal
2017,26/04/2017,Dublin 16,340000,Second-Hand Dwelling house /Apartment,,"The Willows, Claremont Rd, Dublin 4, Ireland",53.3304819,-6.2188567,Dublin City
2017,26/01/2017,,262114.53,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"17 Tullyhall Dr, Kishoge, Lucan, Co. Dublin, K78 N597, Ireland",53.3366131,-6.4389846,South Dublin
2017,10/03/2017,Dublin 13,495000,Second-Hand Dwelling house /Apartment,,"17 Turnberry, Warrenhouse Rd, Baldoyle, Dublin 13, D13 N1F7, Ireland",53.394101,-6.1268823,Fingal
2017,02/05/2017,Dublin 15,325991,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Clonsilla, Dublin, Ireland",53.3905516,-6.4322246,Fingal
2017,20/04/2017,Dublin 6,9.00E+05,Second-Hand Dwelling house /Apartment,,"17 Vergemount Park, Dublin 6, D06 X6F3, Ireland",53.3176843,-6.2376788,Dublin City
2017,25/04/2017,,435000,Second-Hand Dwelling house /Apartment,,"Vernon Court, Seafield Rd W, Clontarf East, Dublin 3, Ireland",53.3635769,-6.1961707,Dublin City
2017,09/05/2017,Dublin 7,330000,Second-Hand Dwelling house /Apartment,,"17 Viking Rd, Arbour Hill, Dublin 7, D07 R7PN, Ireland",53.3507614,-6.2853006,Dublin City
2017,12/06/2017,Dublin 6,610000,Second-Hand Dwelling house /Apartment,,"17 Whitton Rd, Terenure, Dublin 6, D06 ND35, Ireland",53.3127129,-6.281691,Dublin City
2017,26/01/2017,,660000,Second-Hand Dwelling house /Apartment,,"17 Windsor Park, Mountashton, Monkstown, Co. Dublin, A94 V9R2, Ireland",53.2884597,-6.160311,Dn Laoghaire-Rathdown
2017,21/02/2017,,334801.77,New Dwelling house /Apartment,less than 38 sq metres,"Royal Canal Park, Dublin, Co. Dublin, Ireland",53.3770924,-6.3179312,Dublin City
2017,04/04/2017,Dublin 11,487500,Second-Hand Dwelling house /Apartment,,"170 Glasnevin Ave, Ballymun, Dublin 11, D11 Y3X5, Ireland",53.3906068,-6.2778237,Dublin City
2017,20/02/2017,,2.00E+05,Second-Hand Dwelling house /Apartment,,"Beechwood Ct, Galloping Green North, Dublin, Ireland",53.2823687,-6.1905639,Dn Laoghaire-Rathdown
2017,28/04/2017,Dublin 12,225000,Second-Hand Dwelling house /Apartment,,"171 Leighlin Rd, Kimmage, Dublin 12, D12 F9K0, Ireland",53.3221759,-6.303321,Dublin City
2017,28/06/2017,Dublin 9,220000,Second-Hand Dwelling house /Apartment,,"Unit 14, Northwood House, Northwood Park, North Wood, Dublin 9, Ireland",53.4013443,-6.2588192,Fingal
2017,16/03/2017,Dublin 5,290000,Second-Hand Dwelling house /Apartment,,"171 Springdale Rd, Edenmore, Dublin 5, D05 RX85, Ireland",53.3878099,-6.1896433,Dublin City
2017,05/05/2017,,420000,Second-Hand Dwelling house /Apartment,,"172 Corrib Rd, Terenure, Dublin 6W, Co. Dublin, D6W NN23, Ireland",53.3139602,-6.2873536,Dublin City
2017,27/03/2017,Dublin 6,140000,Second-Hand Dwelling house /Apartment,,"172 Rathmines Rd Upper, Dublin 6, D06 E0F8, Ireland",53.3161749,-6.2649373,Dublin City
2017,21/06/2017,Dublin 3,421250,Second-Hand Dwelling house /Apartment,,"172 Philipsburgh Ave, Clontarf West, Dublin 3, D03 K0W0, Ireland",53.3697026,-6.2387361,Dublin City
2017,22/06/2017,Dublin 5,265000,Second-Hand Dwelling house /Apartment,,"172 Springdale Rd, Edenmore, Dublin 5, D05 DK37, Ireland",53.387867,-6.1896578,Dublin City
2017,08/05/2017,Dublin 12,250000,Second-Hand Dwelling house /Apartment,,"173 Benmadigan Rd, Drimnagh, Dublin 12, D12 X440, Ireland",53.3345024,-6.3125321,Dublin City
2017,18/01/2017,Dublin 8,278000,Second-Hand Dwelling house /Apartment,,"173 Inchicore Rd, Inchicore, Dublin 8, D08 C7F6, Ireland",53.3415039,-6.3187364,Dublin City
2017,14/03/2017,Dublin 1,236000,Second-Hand Dwelling house /Apartment,,"1 Bachelors Walk, North City, Dublin, Ireland",53.3466464,-6.2630388,Dublin City
2017,13/04/2017,Dublin 24,345000,Second-Hand Dwelling house /Apartment,,"174 Balrothery Estate, Balrothery, Dublin 24, D24 HHY8, Ireland",53.2914892,-6.3377926,South Dublin
2017,26/01/2017,Dublin 9,180000,Second-Hand Dwelling house /Apartment,,"Unit 1, Coultry Neighbourhood Centre, Santry Way, Ballymun, Dublin 9, Ireland",53.398738,-6.2563579,Dublin City
2017,17/01/2017,Dublin 3,195000,Second-Hand Dwelling house /Apartment,,"64 Ossory Rd, East Wall, Dublin, Ireland",53.3554423,-6.241152,Dublin City
2017,15/02/2017,Dublin 7,170000,Second-Hand Dwelling house /Apartment,,"177 Killala Rd, Cabra West, Dublin 7, D07 H6V0, Ireland",53.3696109,-6.2999202,Dublin City
2017,24/01/2017,Dublin 9,217000,Second-Hand Dwelling house /Apartment,,"Unit 14, Northwood House, Northwood Park, North Wood, Dublin 9, Ireland",53.4013443,-6.2588192,Fingal
2017,28/04/2017,Dublin 3,1025000,Second-Hand Dwelling house /Apartment,,"3 Seafield Grove, Clontarf East, Dublin 3, D03 CH58, Ireland",53.3655035,-6.1818291,Dublin City
2017,06/04/2017,Dublin 9,462000,Second-Hand Dwelling house /Apartment,,"178 Grace Park Road, Clontarf, Dublin 9, D09 RK51, Ireland",53.3794617,-6.240176,Dublin City
2017,05/04/2017,,425000,Second-Hand Dwelling house /Apartment,,"179 Beech Park, Esker North, Lucan, Co. Dublin, K78 W3X0, Ireland",53.3553785,-6.4350185,South Dublin
2017,12/05/2017,Dublin 5,470000,Second-Hand Dwelling house /Apartment,,"179 Foxfield Grove, Raheny - Foxfield, Dublin 5, D05 WA02, Ireland",53.3843511,-6.1658833,Dublin City
2017,16/06/2017,Dublin 13,321000,Second-Hand Dwelling house /Apartment,,"179 Grange Abbey Grove, Grange Abbey, Dublin 13, D13 E6T8, Ireland",53.3979924,-6.1535498,Dublin City
2017,02/02/2017,,860000,Second-Hand Dwelling house /Apartment,,"17A Woodlands Park, Stillorgan, Dublin, A94 VX84, Ireland",53.2953642,-6.2010795,Dn Laoghaire-Rathdown
2017,20/06/2017,Dublin 1,291500,Second-Hand Dwelling house /Apartment,,"18 Achill House, �ݦ Custom House Square, Cearn�_g Theach an Chustaim, Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",53.349848,-6.2427878,Dublin City
2017,31/03/2017,Dublin 15,273000,Second-Hand Dwelling house /Apartment,,"18 Allendale View, Clonsilla, Dublin 15, D15 T2K1, Ireland",53.3936003,-6.4306131,Fingal
2017,25/04/2017,Dublin 7,371000,Second-Hand Dwelling house /Apartment,,"18 Annaly Rd, Cabra East, Dublin 7, D07 N9TA, Ireland",53.3635107,-6.2874447,Dublin City
2017,17/02/2017,,236000,Second-Hand Dwelling house /Apartment,,"Apartment 42, Ashurst Apartments, Mount Merrion Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.2972842,-6.2029273,Dn Laoghaire-Rathdown
2017,08/05/2017,Dublin 1,150500,Second-Hand Dwelling house /Apartment,,"151-, 152 Parnell St, Dublin 1, Ireland",53.3533968,-6.2601553,Dublin City
2017,21/03/2017,Dublin 16,338325.99,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"24 Abbots grove, Ballycullen, Knocklyon, Co. Dublin, Ireland",53.2710579,-6.3252412,South Dublin
2017,22/05/2017,,770926,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"Heidelberg, Ardilea, Dublin 14, Ireland",53.2964673,-6.2273289,Dn Laoghaire-Rathdown
2017,27/01/2017,,286343.61,New Dwelling house /Apartment,less than 38 sq metres,"Ashfield Avenue, Rathingle, Co. Dublin, Ireland",53.4489414,-6.2510781,Fingal
2017,23/06/2017,Dublin 4,675000,Second-Hand Dwelling house /Apartment,,"18 Bath Ave, Dublin 4, D04 N596, Ireland",53.3374211,-6.2328631,Dublin City
2017,03/03/2017,Dublin 18,781000,Second-Hand Dwelling house /Apartment,,"18 Beech Park Rd, Cornelscourt, Dublin 18, D18 W5E5, Ireland",53.2714511,-6.1659811,Dn Laoghaire-Rathdown
2017,02/02/2017,Dublin 15,271000,Second-Hand Dwelling house /Apartment,,"18 Beechfield Green, Castaheany, Clonee, Co. Dublin, D15 C9P2, Ireland",53.4038429,-6.4378253,Fingal
2017,14/06/2017,Dublin 16,460000,Second-Hand Dwelling house /Apartment,,"18 Beverly Cres, B�_thar Bhaile Scallart, Schollarstown, Baile ́tha Cliath 16, D16 Y189, Ireland",53.2804318,-6.3229046,South Dublin
2017,14/02/2017,Dublin 24,295000,Second-Hand Dwelling house /Apartment,,"18 Birchview Heights, Tymon North, Dublin 24, D24 F6H2, Ireland",53.2986375,-6.3574102,South Dublin
2017,27/01/2017,,375000,Second-Hand Dwelling house /Apartment,,"18 Boroimhe Hawthorns, Fosterstown North, Swords, Co. Dublin, K67 DN23, Ireland",53.4463142,-6.2359815,Fingal
2017,31/01/2017,Dublin 24,2.00E+05,Second-Hand Dwelling house /Apartment,,"18 Broadfield Ave, Tootenhill, Rathcoole, Co. Dublin, D24 EY15, Ireland",53.2780034,-6.4826811,South Dublin
2017,18/01/2017,,135000,Second-Hand Dwelling house /Apartment,,"53�17'17.4""""N 6�22'30.7""""W, Ireland",53.28818,-6.375205,South Dublin
2017,30/01/2017,Dublin 14,775000,Second-Hand Dwelling house /Apartment,,"18 Butterfield Cres, Rathfarnham, Dublin 14, D14 YP82, Ireland",53.2963822,-6.2888217,South Dublin
2017,28/03/2017,,378855,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Belarmine Ave, Kilgobbin Woods, Dublin, Ireland",53.2582737,-6.2162705,Dn Laoghaire-Rathdown
2017,02/03/2017,Dublin 18,612334.8,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Blackberry Hill, Glenamuck Rd, Dublin 18, Ireland",53.2510443,-6.1765762,Dn Laoghaire-Rathdown
2017,24/02/2017,Dublin 24,340500,Second-Hand Dwelling house /Apartment,,"18 Carriglea Rise, Dublin 24, D24 HDK7, Ireland",53.2788842,-6.3402506,South Dublin
2017,22/06/2017,,213656,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"18 Castleland Park View, Kilsough North, Balbriggan, Co. Dublin, K32 DD88, Ireland",53.59933,-6.1752216,Fingal
2017,13/01/2017,Dublin 13,285000,Second-Hand Dwelling house /Apartment,,"18 Churchwell Mews, Belmayne, Dublin 13, D13 E892, Ireland",53.4055475,-6.1729772,Dublin City
2017,16/05/2017,Dublin 9,260000,Second-Hand Dwelling house /Apartment,,"Clonmore Court, Ballymun Rd, Botanic, Dublin 9, Ireland",53.3780503,-6.2670665,Dublin City
2017,29/03/2017,Dublin 17,308000,Second-Hand Dwelling house /Apartment,,"18 Clonshaugh Park, Clonshagh, Dublin 17, D17 XC78, Ireland",53.4048297,-6.2089387,Dublin City
2017,03/02/2017,Dublin 24,270000,Second-Hand Dwelling house /Apartment,,"Gibbons, Dublin, Co. Dublin, Ireland",53.277158,-6.4188231,South Dublin
2017,07/02/2017,,405286.34,New Dwelling house /Apartment,less than 38 sq metres,"Apartment 14, Cowper Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3119211,-6.2494527,Dublin City
2017,24/05/2017,Dublin 1,212000,Second-Hand Dwelling house /Apartment,,"Deverell Pl, North City, Dublin, Ireland",53.3517946,-6.2554906,Dublin City
2017,09/06/2017,,308370,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Croftwell Square, Co. Dublin, Ireland",53.2788447,-6.4789994,South Dublin
2017,29/03/2017,Dublin 24,259900,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Garters Lane, Fortunestown Ln, Dublin, Ireland",53.284505,-6.433161,South Dublin
2017,20/04/2017,Dublin 12,265000,Second-Hand Dwelling house /Apartment,,"18 Downpatrick Rd, Drimnagh, Dublin 12, D12 DW6V, Ireland",53.3270692,-6.2991647,Dublin City
2017,17/05/2017,Dublin 24,141000,Second-Hand Dwelling house /Apartment,,"18 Drumcairn Gardens, Fettercairn, Dublin 24, D24 HX5W, Ireland",53.2898332,-6.3979753,South Dublin
2017,23/02/2017,,788546,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"18 Killiney Rd, Dalkey, Dublin, Ireland",53.2727897,-6.1212687,Dn Laoghaire-Rathdown
2017,10/03/2017,Dublin 4,450000,Second-Hand Dwelling house /Apartment,,"18 Ennis Grove, Dublin 4, D04 NW27, Ireland",53.3384628,-6.2242941,Dublin City
2017,28/02/2017,Dublin 11,178000,Second-Hand Dwelling house /Apartment,,"18 Fairlawn Rd, Finglas South, Dublin 11, D11 W2C6, Ireland",53.3824413,-6.2936003,Dublin City
2017,13/04/2017,Dublin 7,240000,Second-Hand Dwelling house /Apartment,,"18 Fassaugh Rd, Cabra East, Dublin 7, D07 K2X0, Ireland",53.3651352,-6.288417,Dublin City
